,Name.x,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Name.y,City,State,abbr,Beerclass,Beerclass_Colour
605,Roller Dam Red Ale (2010),189,0.054,30,366,Irish Red Ale,16,Great River Brewery,Davenport, IA,IA,ALE,red
606,Pablo Beach Pale Ale,1106,0.05,30,467,American Pale Ale (APA),12,Green Room Brewing,Jacksonville, FL,FL,ALE,red
607,Wild Trail Pale Ale,2314,0.057,44,157,American Pale Ale (APA),12,Greenbrier Valley Brewing Company,Lewisburg, WV,WV,ALE,red
608,Mothman Black IPA,2313,0.067,71,157,American Black Ale,12,Greenbrier Valley Brewing Company,Lewisburg, WV,WV,ALE,red
609,Flying Jenny Extra Pale Ale,1505,0.06,54,380,American Pale Ale (APA),12,Grey Sail Brewing of Rhode Island,Westerly, RI,RI,ALE,red
610,Flying Jenny Extra Pale Ale (2012),693,0.06,54,380,American Pale Ale (APA),12,Grey Sail Brewing of Rhode Island,Westerly, RI,RI,ALE,red
611,Flagship Ale,631,0.049,22,380,Cream Ale,12,Grey Sail Brewing of Rhode Island,Westerly, RI,RI,ALE,red
612,Mr. Blue Sky,2375,0.045,6,125,American Pale Wheat Ale,16,Griffin Claw Brewing Company,Birmingham, MI,MI,ALE,red
613,Screamin’ Pumpkin,2142,0.05,25,125,Pumpkin Ale,16,Griffin Claw Brewing Company,Birmingham, MI,MI,ALE,red
614,El Rojo,2140,0.065,25,125,American Amber / Red Ale,16,Griffin Claw Brewing Company,Birmingham, MI,MI,ALE,red
615,Grind Line,2138,0.05,35,125,American Pale Ale (APA),16,Griffin Claw Brewing Company,Birmingham, MI,MI,ALE,red
616,Half Full Bright Ale,1361,0.052,18,249,American Blonde Ale,12,Half Full Brewery,Stamford, CT,CT,ALE,red
617,Hardywood Cream Ale,1331,0.044,18,344,Cream Ale,12,Hardywood Park Craft Brewery,Richmond, VA,VA,ALE,red
618,Capital Trail Pale Ale,1270,0.056,55,344,American Pale Ale (APA),12,Hardywood Park Craft Brewery,Richmond, VA,VA,ALE,red
619,UFO Pumpkin,1340,0.059,20,235,Pumpkin Ale,12,Harpoon Brewery,Boston, MA,MA,ALE,red
620,UFO White,610,0.048,10,235,American Pale Wheat Ale,12,Harpoon Brewery,Boston, MA,MA,ALE,red
621,Grazias,1351,0.063,30,424,Cream Ale,16,Hess Brewing Company,San Diego, CA,CA,ALE,red
622,The Power of Zeus,2294,0.07,68,169,American Pale Ale (APA),12,High Hops Brewery,Windsor, CO,CO,ALE,red
623,Tonganoxie Honey Wheat,824,0.044,22,501,American Pale Wheat Ale,12,High Noon Saloon And Brewery,Leavenworth, KS,KS,ALE,red
624,The 12th Can™,1615,0.045,32,363,American Pale Ale (APA),16,Hilliard's Beer,Seattle, WA,WA,ALE,red
625,Hilliard's Blonde,724,0.049,20,363,American Blonde Ale,16,Hilliard's Beer,Seattle, WA,WA,ALE,red
626,Hilliard's Amber Ale,497,0.055,60,363,American Amber / Red Ale,16,Hilliard's Beer,Seattle, WA,WA,ALE,red
627,Hilliard's Saison,496,0.066,30,363,Saison / Farmhouse Ale,16,Hilliard's Beer,Seattle, WA,WA,ALE,red
628,Provision,1835,0.042,25,298,Saison / Farmhouse Ale,12,Hop Farm Brewing Company,Pittsburgh, PA,PA,ALE,red
629,One Nut Brown,1834,0.047,28,298,American Brown Ale,12,Hop Farm Brewing Company,Pittsburgh, PA,PA,ALE,red
630,Double D Blonde,2195,0.049,20,199,American Blonde Ale,12,Hop Valley Brewing Company,Springfield, OR,OR,ALE,red
631,Festeroo Winter Ale,1605,0.078,60,199,American Strong Ale,12,Hop Valley Brewing Company,Springfield, OR,OR,ALE,red
632,Double D Blonde (2013),1390,0.049,20,199,American Blonde Ale,12,Hop Valley Brewing Company,Springfield, OR,OR,ALE,red
633,Double D Blonde (2011),498,0.049,20,199,American Blonde Ale,12,Hop Valley Brewing Company,Springfield, OR,OR,ALE,red
634,Pale Dog,501,0.06,50,396,American Pale Ale (APA),12,Hops & Grain Brewery,Austin, TX,TX,ALE,red
635,Nonstop Hef Hop,2400,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
636,Nonstop Hef Hop,2399,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
637,Nonstop Hef Hop,2398,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
638,Nonstop Hef Hop,2397,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
639,Nonstop Hef Hop,2396,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
640,Nonstop Hef Hop,2395,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
641,Nonstop Hef Hop,2394,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
642,Nonstop Hef Hop,2393,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
643,Nonstop Hef Hop,2392,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
644,Nonstop Hef Hop,2391,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
645,Nonstop Hef Hop,2390,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
646,Nonstop Hef Hop,2389,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
647,Rise Up Red,2388,0.058,60,81,American Amber / Red Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
648,Abominable Winter Ale,2193,0.073,70,81,American Strong Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
649,Rise-Up Red (2014),1085,0.058,60,81,American Amber / Red Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
650,Abominable Winter Ale (2012),916,0.073,70,81,American Strong Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
651,Shenanigans Summer Ale,1115,0.046,27,278,American Pale Wheat Ale,12,Indeed Brewing Company,Minneapolis, MN,MN,ALE,red
652,Midnight Ryder,729,0.065,80,278,American Black Ale,12,Indeed Brewing Company,Minneapolis, MN,MN,ALE,red
653,Day Tripper Pale Ale,728,0.054,45,278,American Pale Ale (APA),12,Indeed Brewing Company,Minneapolis, MN,MN,ALE,red
654,Oklahoma Suks,2350,0.048,32,141,American Amber / Red Ale,12,Independence Brewing Company,Austin, TX,TX,ALE,red
655,Power & Light,2301,0.055,42,141,American Pale Ale (APA),12,Independence Brewing Company,Austin, TX,TX,ALE,red
656,Tribute,2609,0.058,58,24,American Pale Ale (APA),12,Indiana City Brewing,Indianapolis, IN,IN,ALE,red
657,Hijack,1774,0.055,20,243,Cream Ale,12,Infamous Brewing Company,Austin, TX,TX,ALE,red
658,Jon Boat Coastal Ale,559,0.045,20,528,American Blonde Ale,12,Intuition Ale Works,Jacksonville, FL,FL,ALE,red
659,People's Pale Ale,553,0.053,28,528,American Pale Ale (APA),12,Intuition Ale Works,Jacksonville, FL,FL,ALE,red
660,Thunder Ann,1793,0.055,37,313,American Pale Ale (APA),12,Jackalope Brewing Company,Nashville, TN,TN,ALE,red
661,Fox Tail Gluten Free Ale,469,0.05,50,234,American Pale Ale (APA),12,Joseph James Brewing Company,Henderson, NV,NV,ALE,red
662,Weekend Warrior Pale Ale,1557,0.055,40,126,American Pale Ale (APA),12,Karbach Brewing Company,Houston, TX,TX,ALE,red
663,Barn Burner Saison,1068,0.066,20,126,Saison / Farmhouse Ale,12,Karbach Brewing Company,Houston, TX,TX,ALE,red
664,Peninsula Brewers Reserve (PBR),1187,0.05,15,459,American Blonde Ale,12,Kenai River Brewing Company,Soldotna, AK,AK,ALE,red
665,Cold Smoke Scotch Ale (2007),760,0.065,11,511,Scotch Ale / Wee Heavy,16,Kettle House Brewing Company,Missoula, MT,MT,ALE,red
666,Eddy Out Pale Ale,87,0.055,50,511,American Pale Ale (APA),16,Kettle House Brewing Company,Missoula, MT,MT,ALE,red
667,Cold Smoke Scotch Ale,85,0.065,11,511,Scotch Ale / Wee Heavy,16,Kettle House Brewing Company,Missoula, MT,MT,ALE,red
668,Blackberry Wheat,2459,0.048,11,88,American Pale Wheat Ale,16,Kirkwood Station Brewing Company,Kirkwood, MO,MO,ALE,red
669,Choc Beer (2003),781,0.04,9,506,American Dark Wheat Ale,12,Krebs Brewing Company (Pete's Pl...,Krebs, OK,OK,ALE,red
670,Laughing Dog Cream Ale,2108,0.05,12,219,Cream Ale,12,Laughing Dog Brewing Company,Ponderay, ID,ID,ALE,red
671,Farm Girl Saison,1168,0.06,30,245,Saison / Farmhouse Ale,16,Lift Bridge Brewing Company,Stillwater, MN,MN,ALE,red
672,American Hero,1688,0.057,42,299,American Amber / Red Ale,12,Liquid Hero Brewery,York, PA,PA,ALE,red
673,Peach Pale Ale,2434,0.057,40,105,American Pale Ale (APA),12,Lone Tree Brewing Company,Lone Tree, CO,CO,ALE,red
674,Peacemaker Pale Ale,2329,0.057,47,150,American Pale Ale (APA),12,Lonerider Brewing Company,Raleigh, NC,NC,ALE,red
675,Sweet Josie,2326,0.061,30,150,American Brown Ale,12,Lonerider Brewing Company,Raleigh, NC,NC,ALE,red
676,Long Trail IPA,1926,0.059,42,269,English India Pale Ale (IPA),12,Long Trail Brewing Company,Bridgewater Corners, VT,VT,ALE,red
677,Long Trail Ale,1924,0.046,30,269,American Amber / Red Ale,12,Long Trail Brewing Company,Bridgewater Corners, VT,VT,ALE,red
678,Pub Ale,2033,0.038,18,246,English Dark Mild Ale,12,Lucky Town Brewing Company,Jackson, MS,MS,ALE,red
679,Ballistic Blonde,2032,0.051,31,246,Belgian Pale Ale,12,Lucky Town Brewing Company,Jackson, MS,MS,ALE,red
680,Mac's Scottish Style Amber Ale (2000),961,0.051,32,486,American Amber / Red Ale,12,MacTarnahans Brewing Company,Portland, OR,OR,ALE,red
681,Sol Drifter,2209,0.043,18,92,American Blonde Ale,12,Madtree Brewing Company,Cincinnati, OH,OH,ALE,red
682,SPRYE,1815,0.05,40,92,American Pale Ale (APA),12,Madtree Brewing Company,Cincinnati, OH,OH,ALE,red
683,Gnarly Brown,1125,0.07,32,92,American Brown Ale,12,Madtree Brewing Company,Cincinnati, OH,OH,ALE,red
684,Happy Amber,1124,0.06,30,92,American Amber / Red Ale,12,Madtree Brewing Company,Cincinnati, OH,OH,ALE,red
685,Belgian Style Session Ale,1625,0.045,21,357,Belgian Pale Ale,12,Manayunk Brewing Company,Philadelphia, PA,PA,ALE,red
686,Summer Paradise,1484,0.05,18,357,American Pale Wheat Ale,12,Manayunk Brewing Company,Philadelphia, PA,PA,ALE,red
687,Riverwalk Blonde Ale,1672,0.06,25,347,American Blonde Ale,12,Manzanita Brewing Company,Santee, CA,CA,ALE,red
688,Gillespie Brown Ale,1671,0.095,49,347,American Brown Ale,12,Manzanita Brewing Company,Santee, CA,CA,ALE,red
689,Manzanita Pale Ale,1670,0.066,44,347,American Pale Ale (APA),12,Manzanita Brewing Company,Santee, CA,CA,ALE,red
690,River House,2308,0.05,20,162,Saison / Farmhouse Ale,16,Martin House Brewing Company,Fort Worth, TX,TX,ALE,red
691,Rubberneck Red,2197,0.05,35,162,American Amber / Red Ale,16,Martin House Brewing Company,Fort Worth, TX,TX,ALE,red
692,Blueberry Blonde Ale,773,0.05,12,300,American Blonde Ale,12,Matt Brewing Company,Utica, NY,NY,ALE,red
693,Lahaina Town Brown,1578,0.051,20,376,American Brown Ale,12,Maui Brewing Company,Lahaina, HI,HI,ALE,red
694,Sobrehumano Palena'ole,690,0.06,24,376,American Amber / Red Ale,12,Maui Brewing Company,Lahaina, HI,HI,ALE,red
695,Mana Wheat,313,0.055,15,376,American Pale Wheat Ale,12,Maui Brewing Company,Lahaina, HI,HI,ALE,red
696,Back in the Saddle Rye Pale Ale,1047,0.037,53,449,American Pale Ale (APA),12,Mavericks Beer Company,Half Moon Bay, CA,CA,ALE,red
697,Humpback Blonde Ale,2184,0.042,22,204,American Blonde Ale,12,Mehana Brewing Co.,Hilo, HI,HI,ALE,red
698,Volcano Red Ale,2177,0.052,23,204,American Amber / Red Ale,12,Mehana Brewing Co.,Hilo, HI,HI,ALE,red
699,Mauna Kea Pale Ale,2176,0.054,42,204,American Pale Ale (APA),12,Mehana Brewing Co.,Hilo, HI,HI,ALE,red
700,Gator Tail Brown Ale,1507,0.053,30,394,American Brown Ale,12,Miami Brewing Company,Miami, FL,FL,ALE,red
701,Big Rod Coconut Ale,1325,0.053,16,394,American Blonde Ale,12,Miami Brewing Company,Miami, FL,FL,ALE,red
702,Kodiak Brown Ale,586,0.05,24,224,American Brown Ale,12,Midnight Sun Brewing Company,Anchorage, AK,AK,ALE,red
703,Jucundus,2666,0.06,24,4,Wheat Ale,16,Mike Hess Brewing Company,San Diego, CA,CA,ALE,red
704,Grazias,2663,0.063,30,4,Cream Ale,16,Mike Hess Brewing Company,San Diego, CA,CA,ALE,red
705,Louie's Demise Amber Ale,1272,0.051,24,285,American Amber / Red Ale,16,Milwaukee Brewing Company,Milwaukee, WI,WI,ALE,red
706,Booyah Farmhouse Ale,932,0.065,20,285,Saison / Farmhouse Ale,16,Milwaukee Brewing Company,Milwaukee, WI,WI,ALE,red
707,Louie’s Demise Immort-Ale (2010),171,0.051,24,285,American Amber / Red Ale,16,Milwaukee Brewing Company,Milwaukee, WI,WI,ALE,red
708,El Conquistador Extra Pale Ale,1460,0.048,44,99,American Pale Ale (APA),32,Mission Brewery,San Diego, CA,CA,ALE,red
709,Oneida,2156,0.052,50,210,American Pale Ale (APA),16,Modern Times Beer,San Diego, CA,CA,ALE,red
710,Aurora ,2154,0.067,75,210,American Amber / Red Ale,16,Modern Times Beer,San Diego, CA,CA,ALE,red
711,Lomaland,1495,0.055,30,210,Saison / Farmhouse Ale,16,Modern Times Beer,San Diego, CA,CA,ALE,red
712,Fortunate Islands,1494,0.047,46,210,American Pale Wheat Ale,16,Modern Times Beer,San Diego, CA,CA,ALE,red
713,Blazing World,1492,0.065,115,210,American Amber / Red Ale,16,Modern Times Beer,San Diego, CA,CA,ALE,red
714,Montauk Summer Ale,1907,0.056,28,277,American Blonde Ale,12,Montauk Brewing Company,Montauk, NY,NY,ALE,red
715,Honey Wheat,1052,0.047,14,327,American Pale Wheat Ale,12,Morgan Street Brewery,Saint Louis, MO,MO,ALE,red
716,Cali Creamin',2413,0.052,21,112,Cream Ale,12,Mother Earth Brew Company,Vista, CA,CA,ALE,red
717,Towhead,2237,0.052,21,189,American Blonde Ale,12,Mother's Brewing,Springfield, MO,MO,ALE,red
718,Mustang Golden Ale,421,0.053,10,367,American Blonde Ale,12,Mustang Brewing Company,Mustang, OK,OK,ALE,red
719,Washita Wheat,420,0.053,14,367,American Pale Wheat Ale,12,Mustang Brewing Company,Mustang, OK,OK,ALE,red
720,Narragansett Summer Ale,1093,0.042,24,144,American Pale Wheat Ale,12,Narragansett Brewing Company,Providence, RI,RI,ALE,red
721,Narragansett Cream Ale,580,0.05,22,144,Cream Ale,16,Narragansett Brewing Company,Providence, RI,RI,ALE,red
722,Narragansett Summer Ale,403,0.042,24,144,American Pale Wheat Ale,16,Narragansett Brewing Company,Providence, RI,RI,ALE,red
723,Wick For Brains,1705,0.061,11,338,Pumpkin Ale,12,Nebraska Brewing Company,Papillion, NE,NE,ALE,red
724,Brunette Nut Brown Ale,1146,0.048,15,338,English Brown Ale,12,Nebraska Brewing Company,Papillion, NE,NE,ALE,red
725,Cardinal Pale Ale,1145,0.057,29,338,American Pale Ale (APA),12,Nebraska Brewing Company,Papillion, NE,NE,ALE,red
726,Fat Tire Amber Ale,1586,0.052,18,83,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins, CO,CO,ALE,red
727,Fat Tire Amber Ale (2011),748,0.052,18,83,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins, CO,CO,ALE,red
728,Fat Tire Amber Ale,563,0.052,18,83,American Amber / Red Ale,16,New Belgium Brewing Company,Fort Collins, CO,CO,ALE,red
729,Fat Tire Amber Ale (2008),71,0.052,18,83,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins, CO,CO,ALE,red
730,Kadigan,2042,0.056,30,242,American Blonde Ale,12,New Republic Brewing Company,College Station, TX,TX,ALE,red
731,Dammit Jim!,2041,0.052,50,242,American Amber / Red Ale,12,New Republic Brewing Company,College Station, TX,TX,ALE,red
732,Cream Ale,2050,0.042,35,239,Cream Ale,12,Newburgh Brewing Company,Newburgh, NY,NY,ALE,red
733,Jam Session,1622,0.051,31,360,American Pale Ale (APA),16,NoDa Brewing Company,Charlotte, NC,NC,ALE,red
734,Wall's End,2690,0.048,19,1,English Brown Ale,16,NorthGate Brewing ,Minneapolis, MN,MN,ALE,red
735,Pumpion,2689,0.06,38,1,Pumpkin Ale,16,NorthGate Brewing ,Minneapolis, MN,MN,ALE,red
736,Three Skulls Ale Pale Ale,1226,0.063,42,451,American Pale Ale (APA),16,Northwest Brewing Company,Pacific, WA,WA,ALE,red
737,Oakshire Amber Ale,1669,0.054,24,151,American Amber / Red Ale,12,Oakshire Brewing,Eugene, OR,OR,ALE,red
738,Slow Ride,2069,0.048,35,185,American Pale Ale (APA),12,Oasis Texas Brewing Company,Austin, TX,TX,ALE,red
739,Perpetual Darkness,2335,0.092,72,149,Belgian Strong Dark Ale,12,Odyssey Beerwerks,Arvada, CO,CO,ALE,red
740,Clan Warrior,2334,0.087,29,149,Scotch Ale / Wee Heavy,12,Odyssey Beerwerks,Arvada, CO,CO,ALE,red
741,The Hole in Hadrian's Wall,1059,0.095,19,472,Scottish Ale,16,Okoboji Brewing Company,Spirit Lake, IA,IA,ALE,red
742,33 Select Brown Ale,1058,0.065,26,472,American Brown Ale,16,Okoboji Brewing Company,Spirit Lake, IA,IA,ALE,red
743,Midwest Charm Farmhouse Ale,603,0.06,29,472,Saison / Farmhouse Ale,16,Okoboji Brewing Company,Spirit Lake, IA,IA,ALE,red
744,Boji Blue Pale Ale,602,0.05,45,472,American Pale Ale (APA),16,Okoboji Brewing Company,Spirit Lake, IA,IA,ALE,red
745,Falling Down Brown Ale,1487,0.065,65,302,American Brown Ale,16,Old Forge Brewing Company,Danville, PA,PA,ALE,red
746,Old Forge Pumpkin Ale,1394,0.046,20,302,Pumpkin Ale,16,Old Forge Brewing Company,Danville, PA,PA,ALE,red
747,Dale's Pale Ale,1444,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO,CO,ALE,red
748,Dale's Pale Ale,1252,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO,CO,ALE,red
749,Dale's Pale Ale,955,0.065,65,167,American Pale Ale (APA),19.2,Oskar Blues Brewery,Longmont, CO,CO,ALE,red
750,Dale's Pale Ale (10 Year Anniversary),892,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO,CO,ALE,red
751,Dale's Pale Ale (2012),828,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO,CO,ALE,red
752,Dale's Pale Ale (2011),755,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO,CO,ALE,red
753,Dale's Pale Ale (2010),754,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO,CO,ALE,red
754,HGH (Home Grown Hops): Part Duh,585,0.08,70,167,American Strong Ale,12,Oskar Blues Brewery,Longmont, CO,CO,ALE,red
755,Old Chub,5,0.08,35,167,Scottish Ale,12,Oskar Blues Brewery,Longmont, CO,CO,ALE,red
756,Dale's Pale Ale,1,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO,CO,ALE,red
757,Old Chub (2008),787,0.08,35,504,Scottish Ale,12,Oskar Blues Brewery,Lyons, CO,CO,ALE,red
758,Old Chub (2004),786,0.08,35,504,Scottish Ale,12,Oskar Blues Brewery,Lyons, CO,CO,ALE,red
759,Old Chub (2003),785,0.08,35,504,Scottish Ale,12,Oskar Blues Brewery,Lyons, CO,CO,ALE,red
760,Dale's Pale Ale (2008),745,0.065,65,504,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO,CO,ALE,red
761,Dale's Pale Ale (2006),744,0.065,65,504,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO,CO,ALE,red
762,Dale's Pale Ale (2004),743,0.065,65,504,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO,CO,ALE,red
763,Dale's Pale Ale (2003),742,0.065,65,504,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO,CO,ALE,red
764,Dale's Pale Ale (2002),741,0.065,65,504,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO,CO,ALE,red
765,Old Chub,1175,0.08,35,390,Scottish Ale,12,Oskar Blues Brewery (North Carol...,Brevard, NC,NC,ALE,red
766,Dale's Pale Ale,1166,0.065,65,390,American Pale Ale (APA),19.2,Oskar Blues Brewery (North Carol...,Brevard, NC,NC,ALE,red
767,Dale's Pale Ale,1065,0.065,65,390,American Pale Ale (APA),12,Oskar Blues Brewery (North Carol...,Brevard, NC,NC,ALE,red
768,Overgrown American Pale Ale,1946,0.055,55,262,American Pale Ale (APA),12,Otter Creek Brewing,Waterbury, VT,VT,ALE,red
769,Ozark American Pale Ale,1961,0.04,39,260,American Pale Ale (APA),12,Ozark Beer Company,Rogers, AR,AR,ALE,red
770,Rustic Red,1268,0.052,23,442,Irish Red Ale,16,Pateros Creek Brewing Company,Fort Collins, CO,CO,ALE,red
771,Stimulator Pale Ale,697,0.053,48,442,American Pale Ale (APA),16,Pateros Creek Brewing Company,Fort Collins, CO,CO,ALE,red
772,Rodeo Rye Pale Ale,1805,0.042,35,308,American Pale Ale (APA),12,Payette Brewing Company,Garden City, ID,ID,ALE,red
773,Payette Pale Ale,890,0.048,35,308,American Pale Ale (APA),12,Payette Brewing Company,Garden City, ID,ID,ALE,red
774,Mutton Buster,775,0.055,25,308,American Brown Ale,12,Payette Brewing Company,Garden City, ID,ID,ALE,red
775,Summer Session Ale,1930,0.05,61,267,American Pale Wheat Ale,12,Peak Organic Brewing Company,Portland, ME,ME,ALE,red
776,Hotbox Brown,2633,0.055,10,14,American Brown Ale,12,Perrin Brewing Company,Comstock Park, MI,MI,ALE,red
777,Gold,2632,0.048,15,14,American Blonde Ale,12,Perrin Brewing Company,Comstock Park, MI,MI,ALE,red
778,Veteran’s Pale Ale (VPA),2629,0.05,40,14,American Pale Ale (APA),12,Perrin Brewing Company,Comstock Park, MI,MI,ALE,red
779,North 45 Amber Ale,1404,0.059,25,12,American Amber / Red Ale,16,Petoskey Brewing,Petoskey, MI,MI,ALE,red
780,Float Trip Ale,1335,0.045,18,315,American Blonde Ale,16,Piney River Brewing Company,Bucryus, MO,MO,ALE,red
781,Black Walnut Wheat,846,0.045,18,315,American Dark Wheat Ale,16,Piney River Brewing Company,Bucryus, MO,MO,ALE,red
782,McKinney Eddy Amber Ale,521,0.055,20,315,American Amber / Red Ale,16,Piney River Brewing Company,Bucryus, MO,MO,ALE,red
783,Pisgah Pale Ale,1759,0.057,31,325,American Pale Ale (APA),12,Pisgah Brewing Company,Black Mountain, NC,NC,ALE,red
784,Mazzie,2553,0.054,45,56,American Pale Ale (APA),12,Pollyanna Brewing Company,Lemont, IL,IL,ALE,red
785,Morning Wood Wheat (Current),2360,0.059,14,136,American Pale Wheat Ale,12,Pug Ryan's Brewery,Dillon, CO,CO,ALE,red
786,Over the Rail Pale Ale,711,0.057,68,136,American Pale Ale (APA),12,Pug Ryan's Brewery,Dillon, CO,CO,ALE,red
787,Morning Wood Wheat (Current),130,0.059,14,136,American Pale Wheat Ale,12,Pug Ryan's Brewery,Dillon, CO,CO,ALE,red
788,Golden Fleece,2031,0.045,35,247,Belgian Pale Ale,12,Quest Brewing Company,Greenville, SC,SC,ALE,red
789,Pride of Texas Pale Ale,2229,0.058,60,177,American Pale Ale (APA),12,Rahr & Sons Brewing Company,Fort Worth, TX,TX,ALE,red
